fda drug,chemical name,indications,url
metrogel- vaginal,Metronidazole,"Amebiasis,Amebic liver abscess,Bacterial vaginosis or vaginitis due to,Intra-abdominal infection,Pelvic inflammatory disease,Trichomoniasis,Trichomoniasis in HIV-infected women,Trichomoniasis, persistent or recurrent,Balantidiasis,Bite wounds,Clostridium difficile,Crohn disease, management after surgical resection,Crohn disease, mild to moderate, treatment,,Giardiasis,Periodontitis,Pouchitis,Prophylaxis against sexually-transmitted diseases following sexual assault,Skin and soft tissue necrotizing infections,Surgical prophylaxis,Surgical site infections,Tetanus,Urethritis, nongonococcal,Anaerobic bacterial infections,Bacterial vaginosis",https://www.uptodate.com/contents/metronidazole-systemic-drug-information?search=metrogel-+vaginal&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
metrolotion,Metronidazole,"Amebiasis,Amebic liver abscess,Bacterial vaginosis or vaginitis due to,Intra-abdominal infection,Pelvic inflammatory disease,Trichomoniasis,Trichomoniasis in HIV-infected women,Trichomoniasis, persistent or recurrent,Balantidiasis,Bite wounds,Clostridium difficile,Crohn disease, management after surgical resection,Crohn disease, mild to moderate, treatment,,Giardiasis,Periodontitis,Pouchitis,Prophylaxis against sexually-transmitted diseases following sexual assault,Skin and soft tissue necrotizing infections,Surgical prophylaxis,Surgical site infections,Tetanus,Urethritis, nongonococcal,Anaerobic bacterial infections,Bacterial vaginosis",https://www.uptodate.com/contents/metronidazole-systemic-drug-information?search=metrolotion&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
miacalcin,Calcitonin,"Paget disease, symptomatic,Hypercalcemia,Postmenopausal osteoporosis",https://www.uptodate.com/contents/calcitonin-drug-information?search=miacalcin&source=search_result&selectedTitle=1%7E126&usage_type=default&display_rank=1
micardis,Telmisartan,"Hypertension,Cardiovascular risk reduction",https://www.uptodate.com/contents/telmisartan-drug-information?search=micardis&source=search_result&selectedTitle=1%7E28&usage_type=default&display_rank=1
micardis hct,Telmisartan and hydrochlorothiazide,Hypertension,https://www.uptodate.com/contents/telmisartan-and-hydrochlorothiazide-drug-information?search=micardis+hct&source=search_result&selectedTitle=1%7E1&usage_type=default&display_rank=1
micro-k extencaps,Potassium chloride,"Normal daily requirements,Prevention of hypokalemia,Treatment of hypokalemia,Hypokalemia",https://www.uptodate.com/contents/potassium-chloride-drug-information?search=micro-k+extencaps&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
micronase,Glyburide,"Diabetes mellitus, type 2,Management of noninsulin-dependent diabetes mellitus in patients previously maintained on insulin,not",https://www.uptodate.com/contents/glyburide-glibenclamide-drug-information?search=micronase&source=search_result&selectedTitle=1%7E54&usage_type=default&display_rank=1
microzide,Hydrochlorothiazide,"Calcium nephrolithiasis,Edema,Fluid retention,Hypertension",https://www.uptodate.com/contents/hydrochlorothiazide-drug-information?search=microzide&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
midamor,Amiloride,"Hypertension,Ascites,Heart failure or hypertension",https://www.uptodate.com/contents/amiloride-drug-information?search=midamor&source=search_result&selectedTitle=1%7E75&usage_type=default&display_rank=1
migranal,Dihydroergotamine,"Migraine, cluster headache,Intractable migraine,Cluster headaches,Migraines",https://www.uptodate.com/contents/dihydroergotamine-drug-information?search=migranal&source=search_result&selectedTitle=1%7E94&usage_type=default&display_rank=1
minipress,Prazosin,"Hypertension,PTSD-related nightmares and sleep disruption,Raynaud phenomenon",https://www.uptodate.com/contents/prazosin-drug-information?search=minipress&source=search_result&selectedTitle=1%7E49&usage_type=default&display_rank=1
mitigare,Colchicine,"Indication-specific dosing,Dosage adjustment for concomitant therapy with CYP3A4 or P-gp inhibitors,Familial Mediterranean fever,Gout flares",https://www.uptodate.com/contents/colchicine-drug-information?search=mitigare&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
mobic,Meloxicam,"Osteoarthritis,Osteoarthritis, rheumatoid arthritis,Rheumatoid arthritis",https://www.uptodate.com/contents/meloxicam-drug-information?search=mobic&source=search_result&selectedTitle=1%7E19&usage_type=default&display_rank=1
monodox,Doxycycline,"Usual dosage range,Acne vulgaris,Anaplasmosis and ehrlichiosis,Anthrax,,Bite-wound infection, prophylaxis or treatment,Brucellosis,Cellulitis, mild to moderate,Cholera,Lyme disease,Malaria,Periodontitis, chronic,Plague,Pleurodesis, chemical,Pneumonia, community-acquired,Prosthetic joint infection,Q fever,Rhinosinusitis, acute bacterial,Rocky Mountain spotted fever,Rosacea, moderate to severe or unresponsive to topical therapy,Sexually transmitted infections,Surgical prophylaxis, uterine evacuation,Tularemia,Acne,Actinomycosis,Acute intestinal amebiasis,Anthrax, including inhalational anthrax,Clostridium,Gram-negative infections,Gram-positive infections,Listeriosis,Malaria prophylaxis,Mycoplasma pneumoniae,Ophthalmic infections,Periodontitis,Relapsing fever,Respiratory tract infections,Rickettsial infections,Rosacea,Skin and skin structure infections,Vincent infection,Yaws,Zoonotic infections",https://www.uptodate.com/contents/doxycycline-drug-information?search=monodox&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
monoket,Isosorbide mononitrate,Angina pectoris,https://www.uptodate.com/contents/isosorbide-mononitrate-drug-information?search=monoket&source=search_result&selectedTitle=1%7E24&usage_type=default&display_rank=1
moxatag,Amoxicillin,"Usual dosage range,Indication-specific dosing,Anthrax, inhalational postexposure prophylaxis,Ear, nose, throat, genitourinary tract, or skin/skin structure infections,Endocarditis, prophylaxis,Erysipeloid,Helicobacter pylori,Lower respiratory tract infections,Lyme disease,Lyme neuroborreliosis,Periodontitis,Pharyngitis, group A streptococci,Prophylaxis in total joint replacement patients undergoing dental procedures which produce bacteremia,Prosthetic joint infection, chronic antimicrobial suppression of prosthetic joint infection associated with beta-hemolytic streptococci, penicillin-susceptible,Ear, nose, and throat infections,Genitourinary tract infections,,Pharyngitis and tonsillitis,Skin and skin structure infections",https://www.uptodate.com/contents/amoxicillin-drug-information?search=moxatag&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
ms contin,Morphine,"Pain management,Severe pain",https://www.uptodate.com/contents/morphine-drug-information?search=ms+contin&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
myambutol,Ethambutol,"Tuberculosis, pulmonary,Tuberculous meningitis,Mycobacterium avium complex,Nontuberculous mycobacterial disease",https://www.uptodate.com/contents/ethambutol-drug-information?search=myambutol&source=search_result&selectedTitle=1%7E69&usage_type=default&display_rank=1
mycobutin,Rifabutin,",Tuberculosis",https://www.uptodate.com/contents/rifabutin-drug-information?search=mycobutin&source=search_result&selectedTitle=1%7E84&usage_type=default&display_rank=1
naftin cream,Naftifine,"Tinea corporis, tinea cruris,Tinea pedis,Tinea infections",https://www.uptodate.com/contents/naftifine-drug-information?search=naftin+cream&source=search_result&selectedTitle=1%7E7&usage_type=default&display_rank=1
nalfon,Fenoprofen,"Osteoarthritis, rheumatoid arthritis,Pain,Osteoarthritis,Rheumatoid arthritis",https://www.uptodate.com/contents/fenoprofen-drug-information?search=nalfon&source=search_result&selectedTitle=1%7E6&usage_type=default&display_rank=1
namenda,Memantine,"Alzheimer disease, moderate to severe,Vascular dementia, mild to moderate,Alzheimer disease",https://www.uptodate.com/contents/memantine-drug-information?search=namenda&source=search_result&selectedTitle=1%7E38&usage_type=default&display_rank=1
naprelan,Naproxen,"Ankylosing spondylitis, osteoarthritis, rheumatoid arthritis,Gout, acute,Pain,Episodic migraine prevention,Migraine, acute,,Acute gout, Ankylosing spondylitis, Bursitis, Polyarticular juvenile idiopathic arthritis, Osteoarthritis, Rheumatoid arthritis, Tendonitis,Pain, Primary dysmenorrhea",https://www.uptodate.com/contents/naproxen-drug-information?search=naprelan&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
nardil,Phenelzine,"Depression,Discontinuation of therapy,MAO inhibitor recommendations",https://www.uptodate.com/contents/phenelzine-drug-information?search=nardil&source=search_result&selectedTitle=1%7E149&usage_type=default&display_rank=1
nasacort aq,Triamcinolone,"Dermatoses,Inflammatory/allergic conditions/other steroid-responsive systemic conditions,Multiple sclerosis,Rheumatic conditions,Pericarditis,Intra-articular or soft tissue administration,Intralesional administration,Intramuscular administration",https://www.uptodate.com/contents/triamcinolone-systemic-drug-information?search=nasacort+aq&source=search_result&selectedTitle=1%7E139&usage_type=default&display_rank=1
nasonex,Mometasone,"Asthma,",https://www.uptodate.com/contents/mometasone-oral-inhalation-drug-information?search=nasonex&source=search_result&selectedTitle=1%7E38&usage_type=default&display_rank=1
natroba,Spinosad,Head lice,https://www.uptodate.com/contents/spinosad-drug-information?search=natroba&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
neoprofen,Ibuprofen,"Analgesia,Antipyretic,Dysmenorrhea,Osteoarthritis,Rheumatoid arthritis,OTC labeling,Pericarditis",https://www.uptodate.com/contents/ibuprofen-drug-information?search=neoprofen&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
nesina,Alogliptin,"Diabetes mellitus, type 2",https://www.uptodate.com/contents/alogliptin-drug-information?search=nesina&source=search_result&selectedTitle=1%7E9&usage_type=default&display_rank=1
neurontin,Gabapentin,"Postherpetic neuralgia,Seizures, partial onset,Alcohol use disorder,Alcohol withdrawal,Brachioradial pruritus,Cough, chronic,Diabetic neuropathy,Fibromyalgia syndrome,Hiccups,Neuropathic pain,Postoperative pain,Restless legs syndrome,Social anxiety disorder,Uremic pruritus,Vasomotor symptoms associated with menopause",https://www.uptodate.com/contents/gabapentin-drug-information?search=neurontin&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
niaspan,Vitamin B3,"Dietary supplement,Dyslipidemia,Pellagra,Dyslipidemias",https://www.uptodate.com/contents/vitamin-b3-niacin-drug-information?search=niaspan&source=search_result&selectedTitle=1%7E123&usage_type=default&display_rank=1
nicorette,Nicotine,Smoking cessation,https://www.uptodate.com/contents/nicotine-drug-information?search=nicorette&source=search_result&selectedTitle=1%7E149&usage_type=default&display_rank=1
nitrolingual pumpspray,Nitroglycerin,"Acute decompensated heart failure,Angina/coronary artery disease,Anal fissure, chronic,Esophageal spastic disorders,Gastroesophageal variceal hemorrhage,Sympathomimetic vasopressor extravasation injury,Uterine relaxation",https://www.uptodate.com/contents/nitroglycerin-glyceryl-trinitrate-drug-information?search=nitrolingual%20pumpspray&source=search_result&selectedTitle=2~3&usage_type=default&display_rank=2
nitromist,Nitroglycerin,"Acute decompensated heart failure,Angina/coronary artery disease,Anal fissure, chronic,Esophageal spastic disorders,Gastroesophageal variceal hemorrhage,Sympathomimetic vasopressor extravasation injury,Uterine relaxation",https://www.uptodate.com/contents/nitroglycerin-glyceryl-trinitrate-drug-information?search=nitrolingual%20pumpspray&source=search_result&selectedTitle=2~3&usage_type=default&display_rank=2
nitrostat,Nitroglycerin,"Acute decompensated heart failure,Angina/coronary artery disease,Anal fissure, chronic,Esophageal spastic disorders,Gastroesophageal variceal hemorrhage,Sympathomimetic vasopressor extravasation injury,Uterine relaxation",https://www.uptodate.com/contents/nitroglycerin-glyceryl-trinitrate-drug-information?search=nitrolingual%20pumpspray&source=search_result&selectedTitle=2~3&usage_type=default&display_rank=2
nizoral,Ketoconazole,"Fungal infections,Prostate cancer, advanced,Cushing syndrome",https://www.uptodate.com/contents/ketoconazole-systemic-drug-information?search=nizoral&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
nor-qd,Norethindrone,"Abnormal uterine bleeding and amenorrhea,Contraception,Endometriosis,Abnormal uterine bleeding,Amenorrhea, secondary",https://www.uptodate.com/contents/norethindrone-drug-information?search=nor-qd&source=search_result&selectedTitle=1%7E64&usage_type=default&display_rank=1
norflex,Orphenadrine,Muscle spasms,https://www.uptodate.com/contents/orphenadrine-drug-information?search=norflex&source=search_result&selectedTitle=1%7E8&usage_type=default&display_rank=1
norinyl,Ethinyl estradiol and norethindrone,"Acne,Contraception,Postmenopausal indications,Osteoporosis prevention,Vasomotor symptoms associated with menopause,Acne vulgaris",https://www.uptodate.com/contents/ethinyl-estradiol-and-norethindrone-drug-information?search=norinyl&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
norpramin,Desipramine,"Bulimia nervosa,Depression,Diabetic neuropathy,Irritable bowel syndrome,Postherpetic neuralgia,Discontinuation of therapy,MAO inhibitor recommendations",https://www.uptodate.com/contents/desipramine-drug-information?search=norpramin&source=search_result&selectedTitle=1%7E74&usage_type=default&display_rank=1
norvasc,Amlodipine,"Hypertension,Pulmonary arterial hypertension,Stable coronary artery disease,Vasospastic angina,Chronic stable angina,Stable coronary artery disease with ongoing ischemic symptoms",https://www.uptodate.com/contents/amlodipine-drug-information?search=norvasc&source=search_result&selectedTitle=1%7E125&usage_type=default&display_rank=1
nulytely,Polyethylene glycol electrolyte solution,"Bowel cleansing,Whole bowel irrigation",https://www.uptodate.com/contents/polyethylene-glycol-electrolyte-solution-drug-information?search=nulytely&source=search_result&selectedTitle=1%7E38&usage_type=default&display_rank=1
ocufen,Flurbiprofen,",Rheumatoid arthritis, osteoarthritis",https://www.uptodate.com/contents/flurbiprofen-systemic-drug-information?search=ocufen&source=search_result&selectedTitle=1%7E8&usage_type=default&display_rank=1
olux,Clobetasol,"Oral mucosal inflammation,Steroid-responsive dermatoses,Mild to moderate plaque-type psoriasis of nonscalp areas,Moderate to severe plaque-type psoriasis,Scalp psoriasis, moderate to severe",https://www.uptodate.com/contents/clobetasol-drug-information?search=olux&source=search_result&selectedTitle=1%7E56&usage_type=default&display_rank=1
olux-e,Clobetasol,"Oral mucosal inflammation,Steroid-responsive dermatoses,Mild to moderate plaque-type psoriasis of nonscalp areas,Moderate to severe plaque-type psoriasis,Scalp psoriasis, moderate to severe",https://www.uptodate.com/contents/clobetasol-drug-information?search=olux-e&source=search_result&selectedTitle=1%7E56&usage_type=default&display_rank=1
omnipred,Prednisolone,"Usual dose,Gout, treatment of acute flares,Asthma exacerbations,Multiple sclerosis,Bell’s palsy,Chronic obstructive pulmonary disease,Primary adrenal insufficiency, chronic,Alcoholic hepatitis,Allergic states,Dermatologic diseases,Endocrine disorders,GI diseases,Hematologic disorders,Neoplastic diseases,Nervous system,Ophthalmic diseases,Renal disorders,Respiratory diseases,Rheumatic disorders,Miscellaneous",https://www.uptodate.com/contents/prednisolone-systemic-drug-information?search=omnipred&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
opana,Oxymorphone,"Pain management,Titration and maintenance,Discontinuation of therapy",https://www.uptodate.com/contents/oxymorphone-drug-information?search=opana&source=search_result&selectedTitle=1%7E74&usage_type=default&display_rank=1
optivar,Azelastine and fluticasone,Seasonal allergic rhinitis,https://www.uptodate.com/contents/azelastine-nasal-drug-information?search=optivar&source=search_result&selectedTitle=1~18&usage_type=default&display_rank=1
orabloc,Articaine and epinephrine,Dental anesthesia,https://www.uptodate.com/contents/articaine-and-epinephrine-drug-information?search=orabloc&source=search_result&selectedTitle=1%7E2&usage_type=default&display_rank=1
oracea,Doxycycline,"Usual dosage range,Acne vulgaris,Anaplasmosis and ehrlichiosis,Anthrax,,Bite-wound infection, prophylaxis or treatment,Brucellosis,Cellulitis, mild to moderate,Cholera,Lyme disease,Malaria,Periodontitis, chronic,Plague,Pleurodesis, chemical,Pneumonia, community-acquired,Prosthetic joint infection,Q fever,Rhinosinusitis, acute bacterial,Rocky Mountain spotted fever,Rosacea, moderate to severe or unresponsive to topical therapy,Sexually transmitted infections,Surgical prophylaxis, uterine evacuation,Tularemia,Acne,Actinomycosis,Acute intestinal amebiasis,Anthrax, including inhalational anthrax,Clostridium,Gram-negative infections,Gram-positive infections,Listeriosis,Malaria prophylaxis,Mycoplasma pneumoniae,Ophthalmic infections,Periodontitis,Relapsing fever,Respiratory tract infections,Rickettsial infections,Rosacea,Skin and skin structure infections,Vincent infection,Yaws,Zoonotic infections",https://www.uptodate.com/contents/doxycycline-drug-information?search=oracea&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
orapred odt,Prednisolone,"Usual dose,Gout, treatment of acute flares,Asthma exacerbations,Multiple sclerosis,Bell’s palsy,Chronic obstructive pulmonary disease,Primary adrenal insufficiency, chronic,Alcoholic hepatitis,Allergic states,Dermatologic diseases,Endocrine disorders,GI diseases,Hematologic disorders,Neoplastic diseases,Nervous system,Ophthalmic diseases,Renal disorders,Respiratory diseases,Rheumatic disorders,Miscellaneous",https://www.uptodate.com/contents/prednisolone-systemic-drug-information?search=orapred+odt&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
ortho cyclen-28,Ethinyl estradiol and norgestimate,"Acne vulgaris,Contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-norgestimate-drug-information?search=ortho+cyclen-28&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
ortho micronor,Norethindrone,"Abnormal uterine bleeding and amenorrhea,Contraception,Endometriosis,Abnormal uterine bleeding,Amenorrhea, secondary",https://www.uptodate.com/contents/norethindrone-drug-information?search=ortho+micronor&source=search_result&selectedTitle=1%7E64&usage_type=default&display_rank=1
ortho tri-cyclen,Ethinyl estradiol and norgestimate,"Acne vulgaris,Contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-norgestimate-drug-information?search=ortho+tri-cyclen&source=search_result&selectedTitle=1%7E8&usage_type=default&display_rank=1
ortho tri-cyclen lo,Ethinyl estradiol and norgestimate,"Acne vulgaris,Contraception",https://www.uptodate.com/contents/ethinyl-estradiol-and-norgestimate-drug-information?search=ortho+tri-cyclen+lo&source=search_result&selectedTitle=1%7E8&usage_type=default&display_rank=1
ortho-novum 7/7/7,Ethinyl estradiol and norethindrone,"Acne,Contraception,Postmenopausal indications,Osteoporosis prevention,Vasomotor symptoms associated with menopause,Acne vulgaris",https://www.uptodate.com/contents/ethinyl-estradiol-and-norethindrone-drug-information?search=ortho-novum+7%2F7%2F7&source=search_result&selectedTitle=1%7E19&usage_type=default&display_rank=1
oseni,Alogliptin and pioglitazone,"Concomitant use with insulin or insulin secretagogues,Dosage adjustment with strong CYP2C8 inhibitors,Diabetes mellitus, type 2",https://www.uptodate.com/contents/alogliptin-and-pioglitazone-drug-information?search=oseni&source=search_result&selectedTitle=1%7E2&usage_type=default&display_rank=1
ovide,Malathion,"Head lice,Pubic lice,Head lice infection",https://www.uptodate.com/contents/malathion-drug-information?search=ovide&source=search_result&selectedTitle=1%7E10&usage_type=default&display_rank=1
oxandrin,Oxandrolone,Weight gain,https://www.uptodate.com/contents/oxandrolone-drug-information?search=oxandrin&source=search_result&selectedTitle=1%7E22&usage_type=default&display_rank=1
oxsoralen ultra,Methoxsalen,"Psoriasis,Vitiligo,Cutaneous T-cell lymphoma",https://www.uptodate.com/contents/methoxsalen-systemic-drug-information?search=oxsoralen%20ultra&source=search_result&selectedTitle=1~17&usage_type=default&display_rank=1
oxycodone hydrochloride,Oxycodone,"Pain management,Discontinuation of therapy,Dosage adjustment in debilitated patients",https://www.uptodate.com/contents/oxycodone-drug-information?search=oxycodone+hydrochloride&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
oxycontin,Oxycodone,"Pain management,Discontinuation of therapy,Dosage adjustment in debilitated patients",https://www.uptodate.com/contents/oxycodone-drug-information?search=oxycodone+hydrochloride&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
paraplatin,Carboplatin,"Ovarian cancer, advanced,Anal cancer, advanced,Bladder cancer,Breast cancer, metastatic,Cervical cancer, recurrent or metastatic,Endometrial cancer,Esophageal cancer,Gastric cancer,Head and neck cancer,Hematopoietic stem cell transplant,Hodgkin lymphoma, relapsed or refractory,Malignant pleural mesothelioma,Melanoma, advanced or metastatic,Merkel cell carcinoma,Neuroendocrine tumors, advanced, atypical or poorly differentiated,Non-Hodgkin lymphomas, relapsed or refractory,Non-small cell lung cancer,Sarcomas,Small cell lung cancer,Testicular cancer,Thymic malignancies,Thyroid cancer,Unknown primary adenocarcinoma",https://www.uptodate.com/contents/carboplatin-drug-information?search=paraplatin&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
paraplatin aq,Carboplatin,"Ovarian cancer, advanced,Anal cancer, advanced,Bladder cancer,Breast cancer, metastatic,Cervical cancer, recurrent or metastatic,Endometrial cancer,Esophageal cancer,Gastric cancer,Head and neck cancer,Hematopoietic stem cell transplant,Hodgkin lymphoma, relapsed or refractory,Malignant pleural mesothelioma,Melanoma, advanced or metastatic,Merkel cell carcinoma,Neuroendocrine tumors, advanced, atypical or poorly differentiated,Non-Hodgkin lymphomas, relapsed or refractory,Non-small cell lung cancer,Sarcomas,Small cell lung cancer,Testicular cancer,Thymic malignancies,Thyroid cancer,Unknown primary adenocarcinoma",https://www.uptodate.com/contents/carboplatin-drug-information?search=paraplatin&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
parlodel,Bromocriptine,"Acromegaly,Diabetes,Hyperprolactinemia,Parkinsonism,Neuroleptic malignant syndrome,Diabetes mellitus, type 2,Parkinson disease",https://www.uptodate.com/contents/bromocriptine-drug-information?search=parlodel&source=search_result&selectedTitle=1%7E65&usage_type=default&display_rank=1
parnate,Tranylcypromine,"Major depressive disorder,Discontinuation of therapy,MAO inhibitor recommendations",https://www.uptodate.com/contents/tranylcypromine-drug-information?search=parnate&source=search_result&selectedTitle=1%7E149&usage_type=default&display_rank=1
paxil cr,Paroxetine,"Major depressive disorder,Generalized anxiety disorder,Obsessive-compulsive disorder,Panic disorder,Premenstrual dysphoric disorder,Post-traumatic stress disorder,Social anxiety disorder,Vasomotor symptoms of menopause,Discontinuation of therapy,MAO inhibitor recommendations",https://www.uptodate.com/contents/paroxetine-drug-information?search=paxil+cr&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
pediapred,Prednisolone,"Usual dose,Gout, treatment of acute flares,Asthma exacerbations,Multiple sclerosis,Bell’s palsy,Chronic obstructive pulmonary disease,Primary adrenal insufficiency, chronic,Alcoholic hepatitis,Allergic states,Dermatologic diseases,Endocrine disorders,GI diseases,Hematologic disorders,Neoplastic diseases,Nervous system,Ophthalmic diseases,Renal disorders,Respiratory diseases,Rheumatic disorders,Miscellaneous",https://www.uptodate.com/contents/prednisolone-systemic-drug-information?search=pediapred&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
plan b one step,Levonorgestrel,Emergency contraception,https://www.uptodate.com/contents/levonorgestrel-systemic-drug-information?search=plan+b+one+step&source=search_result&selectedTitle=1%7E114&usage_type=default&display_rank=1
plaquenil,Hydroxychloroquine,"Lupus erythematosus,Malaria, chemoprophylaxis,Malaria, acute attack,Rheumatoid arthritis,Porphyria cutanea tarda,Primary Sjögren syndrome,Q fever, chronic,Malaria",https://www.uptodate.com/contents/hydroxychloroquine-drug-information?search=plaquenil&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
plendil,Felodipine,Hypertension,https://www.uptodate.com/contents/felodipine-drug-information?search=plendil&source=search_result&selectedTitle=1%7E37&usage_type=default&display_rank=1
pletal,Cilostazol,"Intermittent claudication,PCI,Secondary prevention of noncardioembolic stroke or TIA,Dosage adjustment with concomitant medications",https://www.uptodate.com/contents/cilostazol-drug-information?search=pletal&source=search_result&selectedTitle=1%7E37&usage_type=default&display_rank=1
polytrim,Trimethoprim and polymyxin B,"Conjunctivitis, blepharoconjunctivitis",https://www.uptodate.com/contents/trimethoprim-and-polymyxin-b-drug-information?search=polytrim&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
ponstel,Mefenamic acid,"Pain, mild to moderate,Primary dysmenorrhea",https://www.uptodate.com/contents/mefenamic-acid-drug-information?search=ponstel&source=search_result&selectedTitle=1%7E4&usage_type=default&display_rank=1
potassium chloride for oralsolution,Potassium chloride,"Normal daily requirements,Prevention of hypokalemia,Treatment of hypokalemia,Hypokalemia",https://www.uptodate.com/contents/potassium-chloride-drug-information?search=potassium+chloride+for+oralsolution&source=search_result&selectedTitle=1%7E150&usage_type=default&display_rank=1
pravachol,Pravastatin,"Hyperlipidemias, primary prevention of coronary events, secondary prevention of cardiovascular events,Prevention of cardiovascular disease/reduce the risk of ASCVD,ACC/AHA Blood Cholesterol Guideline recommendations,NLA Dyslipidemia Guideline recommendations,Primary or secondary prevention,US Preventive Services Task Force recommendations,Dosage adjustment for pravastatin with concomitant medications,Hyperlipidemia,Prevention of cardiovascular disease",https://www.uptodate.com/contents/pravastatin-drug-information?search=pravachol&source=search_result&selectedTitle=1%7E55&usage_type=default&display_rank=1
precose,Acarbose,"Diabetes mellitus, type 2",https://www.uptodate.com/contents/acarbose-drug-information?search=precose&source=search_result&selectedTitle=1%7E24&usage_type=default&display_rank=1
pred forte,Prednisolone,"Usual dose,Gout, treatment of acute flares,Asthma exacerbations,Multiple sclerosis,Bell’s palsy,Chronic obstructive pulmonary disease,Primary adrenal insufficiency, chronic,Alcoholic hepatitis,Allergic states,Dermatologic diseases,Endocrine disorders,GI diseases,Hematologic disorders,Neoplastic diseases,Nervous system,Ophthalmic diseases,Renal disorders,Respiratory diseases,Rheumatic disorders,Miscellaneous",https://www.uptodate.com/contents/prednisolone-systemic-drug-information?search=pred+forte&source=search_result&selectedTitle=1%7E145&usage_type=default&display_rank=1
prevacid,Lansoprazole,"Symptomatic GERD,Erosive esophagitis,Hypersecretory conditions,Peptic ulcer disease,NSAID-associated gastric ulcer,Heartburn,Stress ulcer prophylaxis in critically-ill patients,Discontinuation of therapy,Gastroesophageal reflux disease",https://www.uptodate.com/contents/lansoprazole-drug-information?search=prevacid&source=search_result&selectedTitle=1%7E84&usage_type=default&display_rank=1
prevpac,"Lansoprazole, amoxicillin, and clarithromycin",,https://www.uptodate.com/contents/lansoprazole-amoxicillin-and-clarithromycin-copackaged-drug-information?search=prevpac&source=search_result&selectedTitle=1%7E1&usage_type=default&display_rank=1
prilosec,Omeprazole,"Duodenal ulcer,Dyspepsia,Erosive esophagitis,Gastric ulcers,GERD, refractory,GERD, symptomatic,Heartburn,,NSAID-induced ulcer prophylaxis,NSAID-induced ulcer treatment,Pathological hypersecretory conditions,Stress ulcer prophylaxis in critically ill patients,Discontinuation of therapy,Gastric ulcer,Gastroesophageal reflux disease",https://www.uptodate.com/contents/omeprazole-drug-information?search=prilosec&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
pristiq,Desvenlafaxine,"Major depressive disorder,Discontinuation of therapy,Vasomotor symptoms associated with menopause,MAO inhibitor recommendations",https://www.uptodate.com/contents/desvenlafaxine-drug-information?search=pristiq&source=search_result&selectedTitle=1%7E17&usage_type=default&display_rank=1
procardia,Nifedipine,"Chronic stable or vasospastic angina,Achalasia,Hypertension,Hypertension emergency in pregnancy,High altitude pulmonary edema,Pulmonary hypertension,Raynaud's phenomenon,Ureteral calculi,Angina",https://www.uptodate.com/contents/nifedipine-drug-information?search=procardia&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
procardia xl,Nifedipine,"Chronic stable or vasospastic angina,Achalasia,Hypertension,Hypertension emergency in pregnancy,High altitude pulmonary edema,Pulmonary hypertension,Raynaud's phenomenon,Ureteral calculi,Angina",https://www.uptodate.com/contents/nifedipine-drug-information?search=procardia+xl&source=search_result&selectedTitle=1%7E148&usage_type=default&display_rank=1
prometrium,Progesterone,"Amenorrhea,Amenorrhea, secondary,ART in patients who require progesterone supplementation,ART in patients with partial or complete ovarian failure,Endometrial hyperplasia, prevention,Uterine bleeding,Prevention of spontaneous preterm delivery",https://www.uptodate.com/contents/progesterone-drug-information?search=prometrium&source=search_result&selectedTitle=1%7E149&usage_type=default&display_rank=1
